tweet:text,tweet:id,account:id,account:name,account:created_at,account:verified,tweet:retweets_count,tweet:favorites_count,account:followers_count,account:friends_count,account:listed_count,account:user_favorites,account:user_statuses,account:default_profile,account:default_profile_image,tweet:datetime,tweet:is_reply,tweet:is_quote
Tus putas manías se volvieron ni tan putas ni tan manías cuando comprendí que forman parte de el conjunto que te constituye,9.1781E+17,189221758,abemtz2,Fri Sep 10 18:01:49 +0000 2010,0,4,4,442,521,1,4412,8295,0,0,2017-10-10 17:53:11+00:00,0,0
 @USUARIO @USUARIO @USUARIO Y mientras EPN  tragando camote,9.02277E+17,240947437,palola_lok,Fri Jan 21 03:03:22 +0000 2011,0,2,1,602,719,0,13268,3210,0,0,2017-08-28 21:08:38+00:00,1,0
Hay que preguntarles a los putos. Si sus casas tienen Todo lo necesario.,9.16364E+17,7.7337E+17,BuendiaVa,Wed Sep 07 03:58:44 +0000 2016,0,0,1,55,280,0,490,587,1,0,2017-10-06 18:06:21+00:00,1,0
el 2018 vamos a festejar a lo grande.. por que peña nieto ya se va a chiflar a su mauser chiquistriquis,9.04002E+17,383058189,ElBlogDMaricela,Sat Oct 01 05:47:24 +0000 2011,0,0,0,751,91,6,239,5128,1,0,2017-09-02 15:23:22+00:00,0,0
"Y a tepic nunca le cumplio! No se haga de la vista gorda,con todo respeto,el peor gobierno!!",9.09907E+17,9.00566E+17,tepaoli51,Thu Aug 24 03:50:04 +0000 2017,0,0,0,22,154,0,521,463,1,0,2017-09-18 22:26:40+00:00,1,0
"Mamá luchona, atención a la bendición",9.61729E+17,8.52403E+17,Bosaklov,Thu Apr 13 06:07:49 +0000 2017,0,0,0,1020,593,2,63082,35155,0,0,2018-02-08 22:29:05+00:00,0,0
Muy cagado que @USUARIO / @USUARIO van hasta la sede del juego a trasmitir el mismo programa que en un estudio en #CDMX 🤣😂😂 #nomamen,9.05236E+17,151127959,silvestron,Wed Jun 02 17:33:08 +0000 2010,0,0,0,264,468,7,8371,43014,0,0,2017-09-06 01:08:14+00:00,0,1
"Que puto asco de personaje me acabo de encontra, puñal de mierda",9.19016E+17,303289462,BoobaEdgar,Sun May 22 16:21:51 +0000 2011,0,0,1,593,379,16,42878,36720,0,0,2017-10-14 01:45:28+00:00,0,0
Me acabo de pesar y estoy re feliz desde que comencé a entrenar hace 3 meses ya he bajado 5 kilos 😭😭 i'm crying marica!!!,9.17895E+17,149401937,klav_nbts,Sat May 29 05:44:10 +0000 2010,0,0,5,3382,2690,28,142381,87633,0,0,2017-10-10 23:29:33+00:00,0,0
"Una morra cualquiera dijo que, para las mujeres, usar la palabra “Verga” es corriente. ¿La mugrosearon en bloque? Sí, por supuesto :3",9.0526E+17,124134848,lgpachecos,Thu Mar 18 10:58:39 +0000 2010,0,1,38,16387,227,561,158522,74984,0,0,2017-09-06 02:43:15+00:00,0,0
Les dejo la playlist que enciende sus fiestas. Puto si no,9.27545E+17,355298423,JorgeIsaaac,Mon Aug 15 04:07:14 +0000 2011,0,0,1,369,308,3,4298,7434,0,0,2017-11-06 14:35:26+00:00,0,1
Deja ya las putas drogas pinche marihuano de mierda,9.15924E+17,91277048,pata_de_rufo,Fri Nov 20 05:26:02 +0000 2009,0,0,0,105,465,4,473,15503,0,0,2017-10-05 12:58:44+00:00,1,0
"Jajajaja esa Sandra sí que esta loca , pero así la quiero",9.20862E+17,701545232,adristarlook,Tue Jul 17 18:34:31 +0000 2012,0,0,0,400,391,6,42490,19169,1,0,2017-10-19 03:57:50+00:00,1,0
"Si miren vayan a darle limones que no tienen jugo a sus putas madres hijos de la chingada, estoy llorando 😥",9.14971E+17,89759324,Shad0w_Project,Fri Nov 13 18:19:56 +0000 2009,0,2,22,5317,678,26,788,20283,0,0,2017-10-02 21:50:29+00:00,0,0
Quiero ser de esos actores  que una vez le dijeron que eran malos y que nunca iban a ser buenos actores y bom les metieron la verga a todos,9.05294E+17,234431738,RogerHza,Wed Jan 05 17:01:10 +0000 2011,0,0,1,95,355,0,3139,2423,0,0,2017-09-06 04:56:27+00:00,0,0
"amo a mi país, mi selección y toda la madre pero que festejan de q son la primera en clasificar de la cONCACAF, no mames",9.05279E+17,1135384518,coucoustyls,Wed Jan 30 22:42:09 +0000 2013,0,0,0,23846,11956,206,83447,124009,0,0,2017-09-06 03:58:01+00:00,0,0
"Niños de 5 años que dicen: ""Vete a la verga"". Yo a su edad decía: ""Come torta, con tu hermana la gordota"".",1.22887E+18,3293130852,Peinado7Jorge,Sat Jul 25 17:07:29 +0000 2015,0,0,0,109,89,2,166,9062,0,0,2020-02-16 02:48:51+00:00,0,0
Lastima que sus frases de amor no concuerden con lo putas que son.,9.161E+17,2724653411,VEVMTeacher,Fri Jul 25 23:57:14 +0000 2014,0,0,0,1841,919,1,38610,6018,0,0,2017-10-06 00:37:10+00:00,0,0
"Me dieron un dulce que acepté sólo porque pensé que era un borrachito y resulta que era camote, ME QUIERO GOMITAR 6361681 VECES.",9.02576E+17,374890858,MissTypos,Sat Sep 17 04:23:01 +0000 2011,0,0,7,3185,224,61,38649,118466,0,0,2017-08-29 16:59:09+00:00,0,0
"Si las rolas de Mon laferte son feas, ahora en versión de banda son mucho peor",9.08437E+17,2197003676,_Estivaliz,Sat Nov 16 03:05:53 +0000 2013,0,2,2,181,277,1,12962,4544,1,0,2017-09-14 21:07:57+00:00,0,0
La concha de la madre no puedo hacer 3 twits y que se lleven cada uno 1seg de ventaja,9.05319E+17,421938147,nachorenn,Sat Nov 26 15:52:38 +0000 2011,0,0,2,1623,1268,0,2754,18277,0,0,2017-09-06 06:37:18+00:00,0,0
@USUARIO Pinche vieja ardida,1.23595E+18,256345440,12Azul21,Wed Feb 23 04:07:23 +0000 2011,0,0,0,23,67,0,164,253,0,0,2020-03-06 15:38:07+00:00,1,0
Lo que es Halsey Madre mía,9.05333E+17,704203292,harmoyblink,Thu Jul 19 02:31:27 +0000 2012,0,0,0,560,261,5,9209,32487,0,0,2017-09-06 07:34:58+00:00,0,0
"Vergaa neta me caga que todos los pinches años empiezan a mamar con los mismos tweets de mi POBRE angelito, o sea va cambienle porfa",9.2777E+17,303289462,BoobaEdgar,Sun May 22 16:21:51 +0000 2011,0,0,0,593,379,16,42878,36720,0,0,2017-11-07 05:30:28+00:00,0,0
ENCONTRADA! 🇦🇷Gracias  a todos y cada uno de los vecinos de palermo que ayudaron a que mi madre encontrase a su gata de 7 años!Gracias de ❤️,9.05171E+17,139596855,AyosMonica,Mon May 03 03:22:20 +0000 2010,1,5,55,358425,843,1012,58554,73058,0,0,2017-09-05 20:50:48+00:00,0,0
 @USUARIO Son putos y les da miedo... Total ya todos saben que les gusta por atrás... Al menos a uno mas que al otro...,9.17579E+17,9.17354E+17,krac_isaac,Mon Oct 09 11:40:27 +0000 2017,0,0,3,18,92,0,124,121,1,0,2017-10-10 02:32:57+00:00,1,0
Ya voy como gorda en tobogán a la borrachera de hoy.,9.0881E+17,159319076,BrenndaRod,Fri Jun 25 01:59:03 +0000 2010,0,2,3,656,353,1,8132,19748,0,0,2017-09-15 21:49:19+00:00,0,0
"Chale, hay cosas feas de trabajar en animación de logos y que te pasen cosas así, y saber que son 80 y que no te das el lujo de corregir",9.10162E+17,106200580,kindoflu,Mon Jan 18 20:29:40 +0000 2010,0,0,1,507,218,13,19078,63562,0,0,2017-09-19 15:21:29+00:00,1,0
Pienso en todo y eso es algo bueno pero también malo.. deduzco las cosas demasiado rápido y cualquiera pensaría que estoy loca 🤷🏻‍♀️,9.20829E+17,129569322,StephanieGarBa,Sun Apr 04 18:53:44 +0000 2010,0,0,5,451,423,1,8821,6862,0,0,2017-10-19 01:48:31+00:00,0,0
"Es mas facil ser tuitstar que instagramer, pero como valgo verga en todo no consigo ninguna de las dos.",9.05254E+17,357039661,anglullaby,Wed Aug 17 19:09:04 +0000 2011,0,2,2,361,197,0,34162,11069,0,0,2017-09-06 02:17:45+00:00,0,0
Que chingona es la sensación de dibujar por simple diversión; tan cabrona que se te pueden ir las horas como si se tratara de un videojuego.,9.05293E+17,168570944,llegaspacheco,Tue Jul 20 07:33:07 +0000 2010,0,1,32,12540,887,151,28128,54100,0,0,2017-09-06 04:54:52+00:00,0,0
"🇦🇷🎶😮🎶 ¡Así cantan en el vestuario de #Argentina!  ""No me importa lo que digan esos putos periodistas""",9.17943E+17,8.71031E+17,ToqueFiltrado_,Sat Jun 03 15:49:21 +0000 2017,0,1,3,319,112,2,291,4324,0,0,2017-10-11 02:42:27+00:00,0,0
"Lo de Messi se me hace muy chingón, pinches Argentinos se pasan de verga con el, lo de Panamá e Islandia se me hace poca Madre. y Vidal joto",9.17954E+17,9.17231E+17,LordMaulito,Mon Oct 09 03:32:21 +0000 2017,0,0,0,7,158,0,725,858,1,0,2017-10-11 03:25:32+00:00,0,0
"Somos bien hdp con ella, la verdad. A veces hasta me siento mal de ser así, pero todos dicen que se lo gana. 😂😌",9.19786E+17,245577765,chantineIle,Tue Feb 01 00:46:48 +0000 2011,0,0,0,1094,468,22,40974,118276,0,0,2017-10-16 04:43:19+00:00,0,0
Apenas me levanto buenos dias señores hoy no hay diseño pero si clasico joven VAMOS CRUZ AZUL Y que chinge su madre el america,8.35542E+17,2297027546,Pl4tano,Sat Jan 18 01:10:55 +0000 2014,0,0,0,557,302,1,2690,2938,0,0,2017-02-25 17:28:04+00:00,0,0
Amistades tontas. Ya no las quiero.,9.07217E+17,124854068,Vansreyes,Sat Mar 20 20:18:02 +0000 2010,0,1,0,849,88,3,47163,61229,0,0,2017-09-11 12:19:05+00:00,0,0
 @USUARIO @USUARIO La misoginia también la padecen algunas mujeres. Ojalá lo superes has de ser una mocha tonta ignorante y retrógrada.,9.09939E+17,106247930,LUMICO2016,Mon Jan 18 23:41:17 +0000 2010,0,0,0,482,607,5,1561,36598,0,0,2017-09-19 00:37:15+00:00,1,0
"Pero Passet...pero...San Lorenzo...o Union...pero,pero,pero...TODOS PUTOS!!!",9.17407E+17,129026132,Germanag81,Fri Apr 02 23:51:33 +0000 2010,0,0,1,653,1034,12,21859,31363,1,0,2017-10-09 15:09:31+00:00,1,0
Estudiantes de Guanajuato hacen agua loca y joven se desmaya,9.19667E+17,92356864,lado_mx,Tue Nov 24 20:25:58 +0000 2009,0,0,0,2579,2197,70,37,804311,0,0,2017-10-15 20:50:25+00:00,0,0
Entre entrenamientos migración de sap y bebé me voy a volver loca jaja!! ¿Qué sería de la vida sin estrés?,9.20665E+17,62321238,gisymedcor,Sun Aug 02 18:43:56 +0000 2009,0,0,1,286,425,2,225,4461,0,0,2017-10-18 14:57:24+00:00,0,0
¿Qué verga les pasa? ¿Son recién egresados o qué pedo? ¿Ven chela gratis y van de hambriados? Pinches alcohólicos arruinaron el alcohol.,9.05185E+17,15007138,_sallycanela,Wed Jun 04 16:50:33 +0000 2008,0,0,0,928,416,13,12802,10686,0,0,2017-09-05 21:46:06+00:00,1,0
"Como dijera el Ferraz, “Ya se lo llevó su puta madre”",9.05442E+17,211292038,MrMojoRisin259,Tue Nov 02 21:16:36 +0000 2010,0,1,0,575,139,5,47065,50828,0,0,2017-09-06 14:47:20+00:00,0,0
"No la odien por ser bonita. @USUARIO ejerce su papel de primera dama. Si Ustedes son feas, no es su problema.  <URL>",9.07931E+17,38963112,Mussollinni,Sun May 10 00:50:15 +0000 2009,0,0,3,9224,5044,153,23335,223830,0,0,2017-09-13 11:37:20+00:00,0,0
😂 😂 Se mamo con los de Zacatecas!  #FrancoEscamilla saludos a Bryan Andrade,9.2538E+17,325109220,OiesamamadaZac,Mon Jun 27 19:08:55 +0000 2011,0,0,1,4387,4434,13,5973,27198,0,0,2017-10-31 15:14:10+00:00,0,0
La misoginia tiene micrófonos abiertos en MVS.,9.07405E+17,132346487,jenarovillamil,Tue Apr 13 00:27:24 +0000 2010,1,295,302,506158,28208,2908,18401,145346,0,0,2017-09-12 00:45:03+00:00,0,0
"Ok! Jared, ya vimos que eres perfecto y todo el pedo y que amas a Gucci y esas cosas ¡¡¡¡¡¿¿¿¿¿PARA CUANDO EL PUTO DISCO!?!???????????!!!!!!",9.27617E+17,126997195,paramoretaylor_,Sat Mar 27 17:56:39 +0000 2010,0,0,0,1109,781,6,19983,54708,0,0,2017-11-06 19:21:28+00:00,0,0
Estoy valiendo madre y apenas mañana presento mi primer examen 😩😩💀,9.05289E+17,564188086,dianalrcc,Fri Apr 27 01:16:16 +0000 2012,0,0,0,768,426,4,6122,22473,0,0,2017-09-06 04:39:50+00:00,0,0
"Gooool putos ⚽️ !! ahora los que necesitan puntos los están perdiendo quien pasará Honduras,USA o Panamá",9.17913E+17,7.82606E+17,DKurym,Sun Oct 02 15:38:25 +0000 2016,0,0,2,426,303,0,21553,18809,1,0,2017-10-11 00:40:24+00:00,0,0
"Diganle a mi novio, que lo adoro, que me encantaaaaaa y qué estoy bien loca xel morro💜, y pues ya mamorrixtons😭😳🙈",9.20532E+17,709331414,_viridianapmat,Sat Jul 21 17:49:45 +0000 2012,0,0,0,435,440,1,15747,18739,0,0,2017-10-18 06:10:17+00:00,0,0
Ya me tienen hasta la madre con el GPI,9.05266E+17,249423742,kevinbponce,Wed Feb 09 01:01:02 +0000 2011,0,0,1,237,199,1,1702,1929,1,0,2017-09-06 03:07:49+00:00,0,0
"Facebook a veces lo veo demasiado retard, como que con publicaciones demasiado tontas. Por eso amo Twitter. 👊🏼",9.06376E+17,339973916,SoyLiuMarcos,Thu Jul 21 23:29:48 +0000 2011,0,1,16,5172,67,3,4144,18893,0,0,2017-09-09 04:38:21+00:00,0,0
Eres la burla de todos en todas las partes del mundo eres un pendejo y un ratero culero @USUARIO pinche joto,9.17485E+17,185642016,licmoisesgg,Wed Sep 01 13:51:47 +0000 2010,0,0,1,3029,3303,14,32264,32853,1,0,2017-10-09 20:21:34+00:00,0,1
Ya nos cargó la calaca 😂💀🌼 Nos vemos mañana en Este Día por TVT☀️,9.25769E+17,62558942,TVTenlinea,Mon Aug 03 16:49:33 +0000 2009,0,0,0,28649,548,161,1706,62073,0,0,2017-11-01 17:00:22+00:00,0,0
"JAJAJAJA obvio no, si quiere el wey, ni que fuera la gran cosa para andarle rogando, el pvtito me la pela. 🌚😂",9.25224E+17,9.03987E+17,DanStitchCD9,Sat Sep 02 14:25:36 +0000 2017,0,0,1,45,216,0,476,408,1,0,2017-10-31 04:53:48+00:00,1,0
"@USUARIO @USUARIO @USUARIO Quien lo dice?  Un Lameculos, Chupa Pitos?",9.09997E+17,3278189106,kayrumgianni,Mon Jul 13 06:28:47 +0000 2015,0,0,0,164,78,1,10209,50533,0,0,2017-09-19 04:24:42+00:00,1,0
"Fui a la tienda sólo por pan y regresé con unas chokis, 2 mamuts, unas sabritas de especias y una coca. Ahora saben porqué estoy gorda. :(",9.09578E+17,1426963364,lizzielisset,Tue May 14 03:54:54 +0000 2013,0,0,0,239,177,1,1227,5728,0,0,2017-09-18 00:42:59+00:00,0,0
Malditos muscle ups! ... pero algún día me van a pelar la vg putos,9.1789E+17,8.95091E+17,OscarCI_,Wed Aug 09 01:15:27 +0000 2017,0,0,1,54,68,0,7296,5245,1,0,2017-10-10 23:08:54+00:00,0,0
"Me emputa la gente ardida que se estanca y no sigue con su vida, pinches patéticos.",9.0907E+17,33747866,DanniRomero,Tue Apr 21 01:06:11 +0000 2009,0,0,0,218,303,6,8090,44049,0,0,2017-09-16 15:00:49+00:00,0,0
Por qué se quEDAN PARADOS EN LOS PUTOS PASILLOS OBSTRUYEN EL CAMINO 😠😠😠😠,9.16449E+17,484981139,marioluna9813,Mon Feb 06 18:11:51 +0000 2012,0,0,0,196,271,1,2452,4830,1,0,2017-10-06 23:44:08+00:00,0,0
 @USUARIO Jajajaja qué cabrona. Ya eres master. Saludos. :),9.05191E+17,744284262,jappymood,Wed Aug 08 02:53:10 +0000 2012,0,0,0,430,684,8,6303,10244,0,0,2017-09-05 22:09:42+00:00,1,0
2017 casi 2018 y me siguen mamando con los chistes de: jaja va a llover? Xd xd,9.26331E+17,4533685159,SaloLl8,Sat Dec 12 01:48:27 +0000 2015,0,0,6,623,189,0,7837,15622,0,0,2017-11-03 06:13:33+00:00,0,0
"Thor Ragnarok me gustó muchísimo, y no sé si es por que no soy fan de Marvel, o por que puedo disfrutar de las cosas sin andar mamando... 🤣",9.2701E+17,120535238,rHuizaro,Sat Mar 06 18:54:17 +0000 2010,0,0,0,117,266,2,705,1588,0,0,2017-11-05 03:08:22+00:00,0,0
"No se confunda, a veces las feas tienen más cualidades que las bonitas 👌",9.07078E+17,8.36347E+17,ViciosdelaVida,Mon Feb 27 22:46:25 +0000 2017,0,4,21,64379,20,168,33270,23281,0,0,2017-09-11 03:05:31+00:00,0,0
@USUARIO Esos HDP no son de la misma especie! Me niego!,9.20423E+17,46242883,dr_fly,Wed Jun 10 22:22:14 +0000 2009,0,0,1,136,374,5,619,3259,0,0,2017-10-17 22:55:39+00:00,1,0
"¿Decirle ""putas"" a las personas que en su soltería viven su sexualidad como quieren? nada que ver.",9.14705E+17,516842399,AlanCztr,Tue Mar 06 20:06:03 +0000 2012,0,2,2,3316,500,2,13527,13409,0,0,2017-10-02 04:14:32+00:00,0,0
Qué putas les cuesta contratar algún pisado aunque sea con 1er año de u en sistemas como jefe de IT?,9.17801E+17,40019463,ColochonSan,Thu May 14 15:48:13 +0000 2009,0,0,0,132,182,5,2824,10113,0,0,2017-10-10 17:14:27+00:00,0,0
AHAHAHAHA noo nicetoo eso no 😂 me tienes como idiota intentando cargar la fucking imagen 😑😂😂,9.25582E+17,3287881057,Paaulaam_,Wed Jul 22 18:45:57 +0000 2015,0,0,0,2958,473,14,36703,149253,0,0,2017-11-01 04:36:00+00:00,1,0
Por otro lado fui a todas TODAS mis clases de cirugía y ya me cargo la chingada,9.25219E+17,104971923,Danysaurihdz,Thu Jan 14 23:42:01 +0000 2010,0,0,0,105,472,2,3541,4399,0,0,2017-10-31 04:31:35+00:00,0,0
"Neta que los hombres están bieeen pendejos, creen que nos hacen tontas a una pero no saben que tenemos pacto con el diablo #FuckOffMada",9.08141E+17,3270246703,stephy_hsa,Mon Jul 06 16:43:59 +0000 2015,0,0,3,118,194,0,908,1465,1,0,2017-09-14 01:31:01+00:00,0,0
DEJEN DE SUBIR LA FOTO ME CAGO EN SUS PUTOS MUERTOS,9.16095E+17,8.07721E+17,IsTheNemesis,Sat Dec 10 22:57:10 +0000 2016,0,0,1,540,37,3,52729,73919,1,0,2017-10-06 00:16:16+00:00,0,1
"Ya desayuné, ya me bañé ya salí de casa ¿Qué falta? Por que también ya ando valiendo madre.",9.05398E+17,243831513,PedrotePadrote,Thu Jan 27 22:29:38 +0000 2011,0,0,0,576,290,7,1975,16681,0,0,2017-09-06 11:52:10+00:00,0,0
"Qué onda con esa gente que es atea y ahuevo quiere hacerte creer que Dios no existe? O sea eres ateo, es tu creencia y yaaaa byeee deja de mamar.",9.28297E+17,276357802,Isa_Morales06,Sun Apr 03 05:47:43 +0000 2011,0,0,3,968,1672,15,120881,60261,0,0,2017-11-08 16:24:12+00:00,0,0
@USUARIO @USUARIO Jodido tipo pendejo.. Creo que ya chingo su madre por eso se quedo sin comentarios el verguita este,9.0545E+17,8.57988E+17,MayeLafertE,Fri Apr 28 16:02:30 +0000 2017,0,0,0,14,166,0,409,339,1,0,2017-09-06 15:19:32+00:00,1,0
"Ven mi amor te la voy a mamar, te ves cansado - Ninguna mujer en esta vida.",9.26589E+17,7.22597E+17,shafferanita1,Wed Apr 20 01:25:39 +0000 2016,0,0,0,15,89,3,4,7416,1,0,2017-11-03 23:18:08+00:00,0,0
Y que chingue a su madre @USUARIO,1.23934E+18,64881264,UnaNutria,Wed Aug 12 00:43:46 +0000 2009,0,0,1,1172,326,2,29631,17414,0,0,2020-03-15 23:43:47+00:00,1,0
"Los precios del gas lp y la luz subiendo. Y esos putos, robando.",9.15575E+17,7.7337E+17,BuendiaVa,Wed Sep 07 03:58:44 +0000 2016,0,0,0,55,280,0,490,587,1,0,2017-10-04 13:51:32+00:00,1,0
"Vaya Tie Break entre Querrey y Anderson, madre mía! #USOPENxESPN",9.05282E+17,71101698,bambam2030,Wed Sep 02 22:55:42 +0000 2009,0,0,0,280,317,0,394,5173,0,0,2017-09-06 04:10:37+00:00,0,0
"Nunca hago pedas en mi casa, y el único día que hago una, mi tia (vecina) le quiere hablar a la policia, no te pases de verga.",9.05237E+17,7.55165E+17,fannymf4,Mon Jul 18 22:20:13 +0000 2016,0,0,3,213,215,0,1677,1921,1,0,2017-09-06 01:13:15+00:00,0,0
"MARICA ESTA SONANDO CITC EN EL TRANSPORTEEEE, PAREZCO LOCA CANTANDO SOLA ❤🙋",9.20019E+17,7.73764E+17,HarmoCris,Thu Sep 08 06:03:39 +0000 2016,0,0,1,160,268,4,13690,7558,0,0,2017-10-16 20:11:32+00:00,0,0
Me pongo triste de saber que una mujer tuvo la mala suerte de ser su madre.,9.07734E+17,63972080,ere_aquino,Sat Aug 08 14:14:23 +0000 2009,0,1,1,2756,1570,42,15502,36874,0,0,2017-09-12 22:31:48+00:00,1,0
La causa de lo que protestan... pinches viejas y feas además... gordas... <URL>,9.09552E+17,50901865,areteggr,Fri Jun 26 03:22:07 +0000 2009,0,0,0,264,470,4,957,42748,0,0,2017-09-17 22:58:39+00:00,0,0
" @USUARIO @USUARIO Vieja corrupta, ladrona y golfa. Como benefició a su amante Ahumada cuando estuvo en el gobierno del D.F.",9.08148E+17,335804121,Rocky_Vaz,Fri Jul 15 08:03:24 +0000 2011,0,0,1,4,59,0,35,409,1,0,2017-09-14 01:57:34+00:00,1,0
Esas personas que le dijeron cosas feas a Wonho ya tienen ganado su lugar en el infierno.,9.0929E+17,8.77667E+17,sekino_jelly,Wed Jun 21 23:17:59 +0000 2017,0,0,0,220,1351,0,26236,8229,1,0,2017-09-17 05:35:40+00:00,0,0
A 17 Días para el estreno de #MotherMovie #Mother #Madre #MadreLaPelicula,9.05275E+17,227870002,manuel_coutino,Sat Dec 18 01:56:45 +0000 2010,0,0,1,1280,2187,45,16734,110436,0,0,2017-09-06 03:44:11+00:00,0,0
Mamá está triste porque mi hermano de 17 años y yo nos acabamos un cartón de chelas y medio pomo. Yo estaría muy orgulloso de mis hijos 😂🙄,9.27019E+17,1016480736,T_mmorales,Mon Dec 17 02:10:29 +0000 2012,0,0,1,304,283,4,9706,11457,0,0,2017-11-05 03:46:49+00:00,0,0
Me mama como me vale verga que se que tengo que ir a trabajar y me vale verga 😢😂😂😂😂😂,9.05261E+17,84440083,joaquinr__,Thu Oct 22 22:25:32 +0000 2009,0,1,3,1393,953,3,30031,24742,0,0,2017-09-06 02:46:23+00:00,0,0
 @USUARIO ogete es un hijo de su puta madre y con el codo para que no le doliera al marica el si se cuido pero la morra estrello el cráneo en el suelo,9.18172E+17,219413662,jmisa66,Wed Nov 24 20:07:22 +0000 2010,0,0,0,242,885,0,2955,23520,1,0,2017-10-11 17:48:49+00:00,1,0
Todo pendejo él bato ya no supo que decir maldito marica!! Viva Pique viva Cataluña!!,9.1784E+17,3202461555,EraBuenoYaNO,Fri Apr 24 23:14:01 +0000 2015,0,0,0,308,324,0,3496,7451,1,0,2017-10-10 19:51:02+00:00,1,0
JAJAJA tonta nivel estaba viendo mi TL en fb y me quede viendo una imagen por qué pensé que era video y estaba esperando que se reprodujera,9.10017E+17,89371338,LaoSantiago,Thu Nov 12 04:25:45 +0000 2009,0,0,0,135,133,1,3833,14911,0,0,2017-09-19 05:46:10+00:00,0,0
@USUARIO También estás bien chichona para meter mi verga y hacerme una rusa,9.04886E+17,8.47962E+17,Francis43145194,Sat Apr 01 00:01:28 +0000 2017,0,0,0,48,86,0,1365,2442,1,0,2017-09-05 01:56:16+00:00,1,0
 @USUARIO Ya le salio lo maricon de toda la vida a @USUARIO si no quiere ni a su sangre. Tu eres peor que tu hijo no te espantes pinche vicioso,9.18232E+17,153608819,STUDIO542,Wed Jun 09 00:35:50 +0000 2010,0,0,0,193,1224,3,121,3143,0,0,2017-10-11 21:48:37+00:00,1,0
"Hay chicas que antes eran feas y ahora son unas diosas, en cambio yo soy fea y cada día empeoro más.",1.12453E+18,1.0609E+18,KCreisi,Fri Nov 09 14:38:14 +0000 2018,0,10,35,41240,94,11,92,5525,1,0,2019-05-04 04:20:45+00:00,0,0
Yo sí sería un gobierno autoritario militar capitalista. Pero estaríamos como Singapur: una verga.,9.05163E+17,602025847,Oyefaus,Thu Jun 07 16:51:03 +0000 2012,0,0,0,627,421,1,9619,8885,0,0,2017-09-05 20:17:51+00:00,0,0
Ni crean que pasa la señora gorda que no deja sentar a la señora de edad avanzada en el metrobus.,9.09889E+17,57885239,EveeMtz,Sat Jul 18 07:57:09 +0000 2009,0,0,1,534,502,8,1635,25056,0,0,2017-09-18 21:18:33+00:00,0,0
"Mentira que por ""putas"" las asesinan, también a las que son  ""esposas y madres perfectas"". No hay espacios seguros para las mujeres.",9.16059E+17,1348325455,Friedducha,Sat Apr 13 04:04:50 +0000 2013,0,0,0,3202,125,58,27561,51185,0,0,2017-10-05 21:54:10+00:00,0,0
!y cuando la novia de Luis me diga que publique dándole  la razón a esa golfa! Entonces ya crean,9.07674E+17,1137381211,lau_franko,Thu Jan 31 16:50:22 +0000 2013,0,0,0,90,85,1,2492,248457,1,0,2017-09-12 18:35:04+00:00,0,0
Esta madre ya se prendió ahre #KarolSevilla #RuggeroPasquarelli #SoyLuna #KCAColombia,9.05271E+17,8.98981E+17,CarmenKarolFan,Sat Aug 19 18:52:36 +0000 2017,0,1,0,515,1373,2,996,24287,1,0,2017-09-06 03:26:42+00:00,0,0
Algo acaba de dar un golpe desde adentro del closet... QUE PUTO MIEDO.,9.27391E+17,735922434,adaddado,Sat Aug 04 02:22:43 +0000 2012,0,0,1,520,107,2,2831,3265,0,0,2017-11-06 04:23:23+00:00,0,0
" ""Nunca putas se dio cuenta."" Un epitafio que diga.",9.17269E+17,381320804,wolfiewonka,Wed Sep 28 03:46:12 +0000 2011,0,0,11,7116,1331,51,173116,53108,0,0,2017-10-09 06:01:19+00:00,0,0
@USUARIO  el magistrado ha de dormir a toda madre con su buen varo por la liberación del ogt poca madre que violó y mató a la nena! Hdp!,9.09995E+17,1172938244,juanshernand,Tue Feb 12 19:57:28 +0000 2013,0,0,0,926,1694,7,16212,23788,1,0,2017-09-19 04:17:22+00:00,1,0
Pero que putas madres 😱😱😱😱😱😱😱😡😡😡😡😡😡😡😡😡😡😡😡😡 ,9.17564E+17,116899879,xNattzx,Tue Feb 23 22:55:12 +0000 2010,0,0,0,147,248,4,458,9208,0,0,2017-10-10 01:33:34+00:00,0,0
"@USUARIO @USUARIO No se,  me gusta hacer cosas feas por alguna rara razon",9.08481E+17,7.17531E+17,Rexfernando_,Wed Apr 06 01:54:24 +0000 2016,0,0,1,1662,445,5,60443,71599,0,0,2017-09-15 00:01:45+00:00,1,0
10 años de In Rainbows. 10 putos años. ¿A dónde se va el tiempo? ¿Porqué me encanta ese disco? ¿Porqué tuiteo a las 7:00 am?,9.17723E+17,264338439,Azilegon,Fri Mar 11 18:56:09 +0000 2011,0,3,10,463,387,7,20571,26824,0,0,2017-10-10 12:08:25+00:00,0,0
"No puedo con una persona que siempre se esta compadeciendo, wey a todos nos va de la verga y no por eso nos tiramos al drama, ridículo.",9.05151E+17,326296822,Vann_18CS,Wed Jun 29 17:55:53 +0000 2011,0,1,16,2347,274,32,70983,4290,0,0,2017-09-05 19:29:05+00:00,0,0
Mi hermano es mi mejor amigo. Mi mejor amigo al que quiero agarrar a putazos seis veces al día por ser un pequeño bastardo hdp.,9.09863E+17,219530491,osmarbello,Thu Nov 25 03:31:56 +0000 2010,0,0,2,342,251,5,2754,23060,0,0,2017-09-18 19:32:17+00:00,0,0
